lead_id,fecha_registro,canal,empresa_id,punto_venta_id,modelo_cotizado,precio_lista,horas_al_primer_contacto,numero_contactos,manifesto_cuota_inicial,forma_pago_declarada,pidio_cita,desenlace
HX-00704,2026-06-06,WhatsApp,EMP-02,PV-008,Honda Navi,7290000,0.5,2,NO,credito,NO,Perdido
HX-00705,2026-03-17,WhatsApp,EMP-01,PV-001,AKT NKD 125,5290000,24,2,NO,no_informa,NO,Perdido
HX-00706,2026-07-17,WhatsApp,EMP-01,PV-002,AKT Evo RS 150,7190000,24,4,NO,contado,NO,Perdido
HX-00707,2026-05-07,WhatsApp,EMP-02,PV-009,Suzuki V-Strom 250,21900000,2,1,NO_INFORMA,contado,NO,Perdido
HX-00708,2026-07-10,WhatsApp,EMP-01,PV-002,Hero Eco Deluxe 100,4990000,,0,NO,credito,NO,Sin gestión
HX-00709,2026-05-19,WhatsApp,EMP-03,PV-013,Bajaj Boxer CT 100,5790000,24,5,NO_INFORMA,credito,NO,Perdido
HX-00710,2026-05-01,WhatsApp,EMP-02,PV-009,Bajaj Pulsar NS 125,8990000,8,2,SI,no_informa,SI,Perdido
HX-00711,2026-05-19,Meta Ads,EMP-02,PV-008,Hero Dash 110,6290000,,0,SI,no_informa,NO,Sin gestión
HX-00712,2026-04-21,WhatsApp,EMP-01,PV-003,Honda CB 125F Twister,7990000,8,7,SI,no_informa,SI,Perdido
HX-00713,2026-05-19,Formulario Web,EMP-01,PV-001,AKT NKD 125,5290000,48,3,NO,contado,NO,Perdido
HX-00714,2026-06-04,WhatsApp,EMP-02,PV-007,Bajaj Boxer CT 100,5790000,48,6,NO_INFORMA,credito,NO,Perdido
HX-00715,2026-03-01,Meta Ads,EMP-03,PV-015,Honda XR 150L,11490000,24,7,SI,contado,NO,Perdido
HX-00716,2026-05-19,WhatsApp,EMP-02,PV-010,AKT Dynamic R3 125,5590000,2,7,NO,contado,NO,Perdido
HX-00717,2026-06-06,WhatsApp,EMP-01,PV-004,AKT TTR 200,9890000,4,4,NO_INFORMA,credito,NO,Perdido
HX-00718,2026-03-30,Meta Ads,EMP-01,PV-005,Bajaj Pulsar NS 125,8990000,1,4,NO,contado,SI,Cerrado
HX-00719,2026-05-26,Meta Ads,EMP-02,PV-009,Suzuki GN 125,7490000,24,6,SI,no_informa,SI,Cerrado
HX-00720,2026-03-07,WhatsApp,EMP-01,PV-003,Bajaj Pulsar NS 125,8990000,,0,NO,credito,NO,Sin gestión
HX-00721,2026-03-25,Meta Ads,EMP-01,PV-004,AKT NKD 125,5290000,72,5,NO_INFORMA,no_informa,SI,Perdido
HX-00722,2026-05-09,WhatsApp,EMP-03,PV-012,Honda Dio 110,6890000,,0,NO,credito,SI,Sin gestión
HX-00723,2026-07-07,WhatsApp,EMP-03,PV-011,Suzuki Best 125,6590000,0.5,1,NO_INFORMA,credito,SI,Perdido
HX-00724,2026-03-11,WhatsApp,EMP-01,PV-004,AKT TTR 200,9890000,1,4,SI,credito,NO,Perdido
HX-00725,2026-03-15,WhatsApp,EMP-02,PV-010,Suzuki V-Strom 250,21900000,8,2,NO,credito,SI,Perdido
HX-00726,2026-04-01,Meta Ads,EMP-02,PV-007,Honda CB 190R,13990000,0.5,1,NO_INFORMA,credito,SI,Perdido
HX-00727,2026-07-12,Formulario Web,EMP-01,PV-001,Honda Navi,7290000,0.5,1,NO_INFORMA,contado,NO,Perdido
HX-00728,2026-04-06,Formulario Web,EMP-03,PV-012,Suzuki Gixxer 150,11990000,1,5,SI,credito,SI,Perdido
HX-00729,2026-03-07,WhatsApp,EMP-02,PV-007,Honda XR 150L,11490000,4,6,NO,contado,NO,Perdido
HX-00730,2026-03-24,WhatsApp,EMP-01,PV-005,Bajaj Boxer CT 100,5790000,24,5,SI,contado,NO,Perdido
HX-00731,2026-07-24,WhatsApp,EMP-01,PV-005,Bajaj Boxer CT 100,5790000,1,1,SI,credito,NO,Perdido
HX-00732,2026-05-13,WhatsApp,EMP-03,PV-015,Hero Hunk 160R,10490000,8,7,SI,no_informa,NO,Perdido
HX-00733,2026-07-27,Meta Ads,EMP-01,PV-005,Bajaj Pulsar NS 160,11290000,120,5,NO,credito,NO,Perdido
HX-00734,2026-06-29,WhatsApp,EMP-02,PV-010,AKT Dynamic R3 125,5590000,2,3,NO_INFORMA,credito,SI,Cerrado
HX-00735,2026-05-20,WhatsApp,EMP-03,PV-013,Bajaj Dominar 400,24900000,8,2,NO_INFORMA,contado,SI,Perdido
HX-00736,2026-07-07,WhatsApp,EMP-01,PV-002,Hero Eco Deluxe 100,4990000,120,5,SI,no_informa,NO,Perdido
HX-00737,2026-04-14,Formulario Web,EMP-01,PV-001,AKT Evo RS 150,7190000,120,1,NO_INFORMA,credito,NO,Perdido
HX-00738,2026-06-30,Formulario Web,EMP-03,PV-013,Hero Xpulse 200,14990000,0.5,4,SI,contado,NO,Perdido
HX-00739,2026-07-07,WhatsApp,EMP-01,PV-002,Bajaj Pulsar NS 125,8990000,72,2,NO_INFORMA,credito,NO,Perdido
HX-00740,2026-05-05,WhatsApp,EMP-03,PV-012,AKT Evo RS 150,7190000,16,5,NO,contado,NO,Perdido
HX-00741,2026-07-05,WhatsApp,EMP-03,PV-015,Suzuki Gixxer 150,11990000,8,2,SI,contado,SI,Cerrado
HX-00742,2026-04-11,Meta Ads,EMP-02,PV-008,Suzuki Gixxer 150,11990000,,0,SI,contado,NO,Sin gestión
HX-00743,2026-04-08,Formulario Web,EMP-01,PV-002,Honda CB 125F Twister,7990000,120,7,SI,credito,SI,Cerrado
HX-00744,2026-03-06,WhatsApp,EMP-03,PV-013,Suzuki GN 125,7490000,1,2,SI,credito,NO,Perdido
HX-00745,2026-04-12,WhatsApp,EMP-03,PV-012,Honda CB 125F Twister,7990000,48,3,NO_INFORMA,contado,NO,Perdido
HX-00746,2026-06-05,WhatsApp,EMP-02,PV-006,Bajaj Pulsar NS 160,11290000,0.5,1,NO_INFORMA,credito,NO,Cerrado
HX-00747,2026-04-07,WhatsApp,EMP-02,PV-009,Honda Dio 110,6890000,72,5,SI,no_informa,NO,Perdido
HX-00748,2026-05-24,Meta Ads,EMP-02,PV-010,Honda XRE 300,22900000,16,3,NO_INFORMA,no_informa,SI,Perdido
HX-00749,2026-07-17,WhatsApp,EMP-01,PV-002,Honda Navi,7290000,,0,NO,contado,NO,Sin gestión
HX-00750,2026-05-07,Formulario Web,EMP-01,PV-004,Suzuki V-Strom 250,21900000,24,2,SI,no_informa,SI,Perdido
HX-00751,2026-07-07,WhatsApp,EMP-01,PV-003,Bajaj Pulsar NS 125,8990000,16,7,NO,contado,SI,Perdido
HX-00752,2026-05-15,Formulario Web,EMP-01,PV-004,Hero Hunk 160R,10490000,8,2,NO_INFORMA,credito,NO,Perdido
HX-00753,2026-06-20,Meta Ads,EMP-02,PV-006,Suzuki V-Strom 250,21900000,16,4,SI,credito,NO,Perdido
HX-00754,2026-07-28,WhatsApp,EMP-02,PV-009,Hero Xpulse 200,14990000,48,1,SI,contado,NO,Perdido
HX-00755,2026-06-10,WhatsApp,EMP-02,PV-009,AKT Evo RS 150,7190000,0.5,7,SI,credito,NO,Cerrado
HX-00756,2026-05-23,WhatsApp,EMP-03,PV-013,AKT Dynamic R3 125,5590000,24,5,NO_INFORMA,credito,SI,Perdido
HX-00757,2026-05-17,Formulario Web,EMP-03,PV-012,Honda CB 125F Twister,7990000,1,6,SI,no_informa,NO,Perdido
HX-00758,2026-07-12,Meta Ads,EMP-03,PV-011,Bajaj Pulsar NS 125,8990000,8,7,NO_INFORMA,credito,NO,Perdido
HX-00759,2026-05-03,Meta Ads,EMP-03,PV-015,Bajaj Dominar 400,24900000,0.5,5,NO,credito,NO,Perdido
HX-00760,2026-03-18,Formulario Web,EMP-03,PV-014,AKT Dynamic R3 125,5590000,16,5,SI,credito,NO,Perdido
HX-00761,2026-06-01,Formulario Web,EMP-02,PV-009,Hero Hunk 160R,10490000,1,2,SI,credito,NO,Cerrado
HX-00762,2026-06-04,Meta Ads,EMP-02,PV-006,AKT Dynamic R3 125,5590000,2,7,SI,no_informa,SI,Perdido
HX-00763,2026-03-15,WhatsApp,EMP-03,PV-012,AKT Dynamic R3 125,5590000,4,2,SI,credito,NO,Perdido
HX-00764,2026-03-22,WhatsApp,EMP-01,PV-005,AKT Dynamic R3 125,5590000,,0,NO_INFORMA,contado,SI,Sin gestión
HX-00765,2026-06-17,WhatsApp,EMP-03,PV-015,Hero Xpulse 200,14990000,16,1,NO_INFORMA,credito,SI,Perdido
HX-00766,2026-04-20,Meta Ads,EMP-03,PV-013,Bajaj Dominar 400,24900000,72,5,NO,credito,NO,Perdido
HX-00767,2026-07-27,Meta Ads,EMP-02,PV-007,AKT TTR 200,9890000,120,3,NO,credito,NO,Perdido
HX-00768,2026-06-07,WhatsApp,EMP-03,PV-011,Suzuki Gixxer 150,11990000,2,2,NO,credito,NO,Perdido
HX-00769,2026-03-05,WhatsApp,EMP-01,PV-002,Bajaj Pulsar RS 200,15490000,1,3,SI,contado,NO,Perdido
HX-00770,2026-06-08,WhatsApp,EMP-02,PV-010,Honda CB 190R,13990000,,0,NO,contado,NO,Sin gestión
HX-00771,2026-05-05,Meta Ads,EMP-01,PV-001,Honda Dio 110,6890000,8,5,NO_INFORMA,credito,NO,Perdido
HX-00772,2026-05-05,WhatsApp,EMP-01,PV-004,AKT Evo RS 150,7190000,1,2,NO,credito,NO,Perdido
HX-00773,2026-06-18,Formulario Web,EMP-01,PV-001,AKT Evo RS 150,7190000,1,1,SI,credito,NO,Perdido
HX-00774,2026-04-07,Formulario Web,EMP-01,PV-005,Bajaj Pulsar NS 125,8990000,2,6,SI,credito,NO,Perdido
HX-00775,2026-05-12,WhatsApp,EMP-01,PV-001,Honda XR 150L,11490000,16,5,SI,no_informa,NO,Cerrado
HX-00776,2026-04-01,WhatsApp,EMP-03,PV-014,Honda CB 190R,13990000,,0,NO_INFORMA,credito,NO,Sin gestión
HX-00777,2026-05-21,WhatsApp,EMP-03,PV-013,Honda CB 125F Twister,7990000,4,2,NO,no_informa,SI,Cerrado
HX-00778,2026-05-17,Meta Ads,EMP-02,PV-006,Bajaj Pulsar RS 200,15490000,120,2,NO_INFORMA,credito,NO,Perdido
HX-00779,2026-03-20,WhatsApp,EMP-02,PV-008,Hero Xpulse 200,14990000,4,2,SI,credito,SI,Perdido
HX-00780,2026-07-23,WhatsApp,EMP-02,PV-008,AKT NKD 125,5290000,2,3,NO,credito,SI,Perdido
HX-00781,2026-06-07,WhatsApp,EMP-03,PV-014,Hero Xpulse 200,14990000,1,7,NO,credito,NO,Perdido
HX-00782,2026-05-12,WhatsApp,EMP-01,PV-001,Bajaj Pulsar NS 125,8990000,120,5,NO,credito,SI,Perdido
HX-00783,2026-04-03,WhatsApp,EMP-02,PV-009,Honda CB 125F Twister,7990000,24,6,NO,no_informa,NO,Perdido
HX-00784,2026-04-15,WhatsApp,EMP-01,PV-002,Hero Hunk 160R,10490000,8,1,SI,credito,NO,Cerrado
HX-00785,2026-06-22,Meta Ads,EMP-02,PV-008,Honda CB 125F Twister,7990000,4,7,SI,contado,SI,Perdido
HX-00786,2026-05-01,Formulario Web,EMP-03,PV-015,Bajaj Discover 125,6990000,120,6,NO,no_informa,NO,Perdido
HX-00787,2026-03-21,WhatsApp,EMP-02,PV-010,Suzuki GN 125,7490000,16,1,SI,credito,SI,Perdido
HX-00788,2026-07-15,Meta Ads,EMP-03,PV-014,Honda CB 125F Twister,7990000,24,3,NO_INFORMA,credito,NO,Perdido
HX-00789,2026-03-12,WhatsApp,EMP-03,PV-015,Hero Eco Deluxe 100,4990000,24,1,SI,credito,NO,Perdido
HX-00790,2026-04-22,Formulario Web,EMP-03,PV-012,AKT TTR 200,9890000,48,6,SI,credito,SI,Perdido
HX-00791,2026-03-28,WhatsApp,EMP-03,PV-015,Suzuki GN 125,7490000,16,7,NO,contado,NO,Perdido
HX-00792,2026-06-18,WhatsApp,EMP-02,PV-006,Bajaj Pulsar NS 125,8990000,24,5,SI,contado,SI,Cerrado
HX-00793,2026-03-09,WhatsApp,EMP-01,PV-005,AKT NKD 125,5290000,4,7,SI,no_informa,SI,Perdido
HX-00794,2026-06-03,Meta Ads,EMP-01,PV-001,Honda XRE 300,22900000,4,2,NO,no_informa,NO,Perdido
HX-00795,2026-07-20,WhatsApp,EMP-02,PV-008,Hero Eco Deluxe 100,4990000,16,3,NO_INFORMA,credito,NO,Cerrado
HX-00796,2026-04-01,Formulario Web,EMP-02,PV-009,Honda XR 150L,11490000,48,6,SI,credito,SI,Perdido
HX-00797,2026-05-29,WhatsApp,EMP-01,PV-002,Suzuki GN 125,7490000,48,2,NO_INFORMA,contado,NO,Perdido
HX-00798,2026-03-02,Formulario Web,EMP-03,PV-014,Bajaj Pulsar NS 125,8990000,0.5,1,NO,credito,NO,Perdido
HX-00799,2026-05-17,WhatsApp,EMP-01,PV-002,Honda CB 125F Twister,7990000,2,4,NO_INFORMA,credito,SI,Perdido
HX-00800,2026-04-27,Formulario Web,EMP-03,PV-013,Bajaj Discover 125,6990000,4,6,NO,credito,SI,Perdido
HX-00801,2026-07-27,WhatsApp,EMP-03,PV-015,Bajaj Pulsar NS 160,11290000,48,2,SI,contado,NO,Perdido
HX-00802,2026-07-06,Meta Ads,EMP-01,PV-005,Hero Xpulse 200,14990000,72,5,NO,credito,NO,Perdido
HX-00803,2026-04-28,Formulario Web,EMP-01,PV-004,Suzuki Best 125,6590000,24,1,SI,credito,NO,Perdido
HX-00804,2026-04-02,Meta Ads,EMP-01,PV-005,AKT Evo RS 150,7190000,2,7,NO_INFORMA,contado,NO,Perdido
HX-00805,2026-07-02,WhatsApp,EMP-02,PV-006,Hero Eco Deluxe 100,4990000,16,6,NO_INFORMA,credito,SI,Perdido
HX-00806,2026-05-09,WhatsApp,EMP-02,PV-007,Hero Xpulse 200,14990000,0.5,3,NO,credito,NO,Cerrado
HX-00807,2026-04-26,WhatsApp,EMP-03,PV-014,Hero Hunk 160R,10490000,8,6,SI,contado,SI,Perdido
HX-00808,2026-06-01,Formulario Web,EMP-02,PV-010,Honda Dio 110,6890000,0.5,3,NO,contado,NO,Perdido
HX-00809,2026-07-05,WhatsApp,EMP-01,PV-001,Honda CB 125F Twister,7990000,24,4,SI,credito,NO,Perdido
HX-00810,2026-06-19,WhatsApp,EMP-03,PV-014,Honda Dio 110,6890000,48,1,NO_INFORMA,no_informa,SI,Perdido
HX-00811,2026-04-13,WhatsApp,EMP-03,PV-014,Honda XRE 300,22900000,48,1,SI,contado,SI,Perdido
HX-00812,2026-07-01,WhatsApp,EMP-03,PV-012,Hero Eco Deluxe 100,4990000,4,1,NO,credito,NO,Perdido
HX-00813,2026-06-21,WhatsApp,EMP-03,PV-013,AKT Evo RS 150,7190000,48,2,SI,credito,NO,Perdido
HX-00814,2026-07-14,WhatsApp,EMP-01,PV-005,Hero Hunk 160R,10490000,1,4,NO,contado,NO,Cerrado
HX-00815,2026-06-28,Meta Ads,EMP-01,PV-003,Honda XRE 300,22900000,72,4,SI,contado,NO,Perdido
HX-00816,2026-05-06,WhatsApp,EMP-02,PV-009,Suzuki GN 125,7490000,0.5,3,NO_INFORMA,credito,NO,Perdido
HX-00817,2026-07-28,WhatsApp,EMP-02,PV-008,Suzuki Gixxer 150,11990000,48,5,NO,credito,SI,Perdido
HX-00818,2026-07-21,Meta Ads,EMP-03,PV-012,Honda CB 125F Twister,7990000,120,2,SI,credito,SI,Perdido
HX-00819,2026-04-21,Meta Ads,EMP-01,PV-002,AKT TTR 200,9890000,48,4,NO,credito,SI,Perdido
HX-00820,2026-06-05,Meta Ads,EMP-01,PV-003,Bajaj Boxer CT 100,5790000,2,6,NO,credito,NO,Perdido
HX-00821,2026-06-28,WhatsApp,EMP-03,PV-012,Honda XR 150L,11490000,72,4,NO,credito,NO,Perdido
HX-00822,2026-05-12,WhatsApp,EMP-02,PV-009,AKT NKD 125,5290000,48,6,NO_INFORMA,credito,NO,Perdido
HX-00823,2026-06-09,Formulario Web,EMP-02,PV-006,Suzuki Gixxer 150,11990000,2,6,SI,contado,SI,Perdido
HX-00824,2026-04-16,WhatsApp,EMP-03,PV-012,Suzuki V-Strom 250,21900000,4,3,NO,credito,NO,Cerrado
HX-00825,2026-03-19,WhatsApp,EMP-01,PV-002,Suzuki V-Strom 250,21900000,,0,NO_INFORMA,contado,NO,Sin gestión
HX-00826,2026-04-25,WhatsApp,EMP-01,PV-002,Hero Dash 110,6290000,4,6,NO_INFORMA,credito,NO,Perdido
HX-00827,2026-05-09,Meta Ads,EMP-01,PV-005,Hero Dash 110,6290000,24,7,NO_INFORMA,contado,NO,Perdido
HX-00828,2026-06-30,Meta Ads,EMP-01,PV-001,Honda CB 125F Twister,7990000,72,3,NO_INFORMA,credito,NO,Perdido
HX-00829,2026-06-21,Formulario Web,EMP-03,PV-011,Bajaj Pulsar RS 200,15490000,72,6,SI,credito,NO,Perdido
HX-00830,2026-07-08,Meta Ads,EMP-03,PV-014,Bajaj Dominar 400,24900000,2,5,SI,credito,SI,Perdido
HX-00831,2026-03-29,WhatsApp,EMP-01,PV-001,Suzuki GN 125,7490000,120,7,NO,credito,SI,Perdido
HX-00832,2026-03-21,WhatsApp,EMP-01,PV-004,Suzuki Best 125,6590000,1,3,SI,credito,SI,Perdido
HX-00833,2026-04-19,WhatsApp,EMP-03,PV-012,Bajaj Discover 125,6990000,24,3,SI,credito,NO,Perdido
HX-00834,2026-07-01,Meta Ads,EMP-03,PV-015,Hero Dash 110,6290000,120,7,SI,contado,NO,Perdido
HX-00835,2026-05-05,WhatsApp,EMP-02,PV-008,Bajaj Pulsar RS 200,15490000,8,3,SI,credito,NO,Cerrado
HX-00836,2026-03-24,Formulario Web,EMP-03,PV-011,AKT TTR 200,9890000,24,5,NO,credito,NO,Perdido
HX-00837,2026-04-24,WhatsApp,EMP-03,PV-011,AKT TTR 200,9890000,48,3,NO_INFORMA,credito,NO,Perdido
HX-00838,2026-06-17,WhatsApp,EMP-01,PV-001,Suzuki Best 125,6590000,72,1,NO,credito,SI,Cerrado
HX-00839,2026-04-14,WhatsApp,EMP-02,PV-009,AKT TTR 200,9890000,24,7,NO_INFORMA,credito,NO,Perdido
HX-00840,2026-06-19,Meta Ads,EMP-02,PV-006,AKT Dynamic R3 125,5590000,48,5,SI,credito,NO,Perdido
HX-00841,2026-04-07,Meta Ads,EMP-03,PV-012,Honda CB 190R,13990000,1,1,SI,no_informa,SI,Perdido
HX-00842,2026-03-20,WhatsApp,EMP-03,PV-011,AKT TTR 200,9890000,48,1,SI,credito,SI,Perdido
HX-00843,2026-05-17,WhatsApp,EMP-01,PV-004,Hero Hunk 160R,10490000,16,4,SI,no_informa,NO,Perdido
HX-00844,2026-05-05,WhatsApp,EMP-01,PV-005,Honda Dio 110,6890000,24,3,NO_INFORMA,no_informa,SI,Perdido
HX-00845,2026-04-02,WhatsApp,EMP-02,PV-009,AKT Evo RS 150,7190000,2,5,SI,credito,SI,Cerrado
HX-00846,2026-05-14,WhatsApp,EMP-03,PV-013,Honda XR 150L,11490000,4,1,SI,no_informa,NO,Perdido
HX-00847,2026-07-27,Meta Ads,EMP-01,PV-003,AKT Evo RS 150,7190000,48,1,NO,credito,NO,Perdido
HX-00848,2026-06-07,Meta Ads,EMP-02,PV-007,Bajaj Dominar 400,24900000,2,2,SI,no_informa,NO,Perdido
HX-00849,2026-03-23,WhatsApp,EMP-02,PV-010,Honda Navi,7290000,24,6,SI,credito,NO,Perdido
HX-00850,2026-06-19,WhatsApp,EMP-01,PV-005,Bajaj Pulsar NS 125,8990000,120,1,NO_INFORMA,contado,NO,Perdido
HX-00851,2026-03-14,WhatsApp,EMP-02,PV-009,Honda Navi,7290000,1,2,NO,credito,SI,Perdido
HX-00852,2026-07-05,Formulario Web,EMP-01,PV-002,AKT Dynamic R3 125,5590000,4,2,NO,contado,NO,Perdido
HX-00853,2026-03-11,WhatsApp,EMP-01,PV-002,Bajaj Dominar 400,24900000,1,5,NO_INFORMA,credito,SI,Perdido
HX-00854,2026-03-25,Meta Ads,EMP-01,PV-003,Bajaj Pulsar NS 125,8990000,16,7,SI,contado,NO,Perdido
HX-00855,2026-05-28,WhatsApp,EMP-01,PV-001,Honda CB 190R,13990000,16,6,NO,contado,NO,Perdido
HX-00856,2026-03-21,WhatsApp,EMP-01,PV-004,Suzuki V-Strom 250,21900000,48,7,NO,no_informa,NO,Perdido
HX-00857,2026-05-06,Formulario Web,EMP-02,PV-010,Bajaj Pulsar NS 125,8990000,4,5,NO,credito,SI,Perdido
HX-00858,2026-07-20,WhatsApp,EMP-01,PV-005,Bajaj Dominar 400,24900000,48,4,NO,credito,NO,Perdido
HX-00859,2026-06-20,Meta Ads,EMP-02,PV-009,Honda XR 150L,11490000,1,3,NO,credito,SI,Perdido
HX-00860,2026-06-10,WhatsApp,EMP-03,PV-011,Suzuki Gixxer 150,11990000,48,1,NO_INFORMA,credito,NO,Perdido
HX-00861,2026-03-23,WhatsApp,EMP-02,PV-008,Bajaj Discover 125,6990000,,0,NO_INFORMA,no_informa,SI,Sin gestión
HX-00862,2026-04-13,Meta Ads,EMP-02,PV-008,Honda XRE 300,22900000,4,6,NO,contado,SI,Cerrado
HX-00863,2026-07-28,Formulario Web,EMP-03,PV-015,Honda Navi,7290000,16,5,SI,credito,NO,Perdido
HX-00864,2026-03-08,WhatsApp,EMP-02,PV-010,Honda Dio 110,6890000,2,2,NO,credito,NO,Perdido
HX-00865,2026-04-14,WhatsApp,EMP-01,PV-001,Hero Hunk 160R,10490000,1,1,NO,credito,NO,Perdido
HX-00866,2026-05-17,WhatsApp,EMP-01,PV-004,AKT Dynamic R3 125,5590000,1,5,SI,credito,NO,Cerrado
HX-00867,2026-04-28,Meta Ads,EMP-03,PV-013,Bajaj Pulsar NS 160,11290000,8,4,NO_INFORMA,contado,NO,Perdido
HX-00868,2026-05-04,WhatsApp,EMP-02,PV-009,AKT NKD 125,5290000,1,6,NO_INFORMA,credito,NO,Perdido
HX-00869,2026-05-07,WhatsApp,EMP-03,PV-013,Suzuki Gixxer 150,11990000,,0,NO,no_informa,NO,Sin gestión
HX-00870,2026-06-08,Meta Ads,EMP-03,PV-011,Bajaj Pulsar NS 125,8990000,4,5,SI,no_informa,NO,Perdido
HX-00871,2026-03-24,Meta Ads,EMP-01,PV-001,Hero Xpulse 200,14990000,0.5,5,NO_INFORMA,credito,SI,Perdido
HX-00872,2026-04-14,Meta Ads,EMP-02,PV-008,Honda CB 125F Twister,7990000,120,4,NO,no_informa,NO,Perdido
HX-00873,2026-04-06,WhatsApp,EMP-02,PV-009,Honda CB 190R,13990000,120,6,SI,credito,NO,Perdido
HX-00874,2026-04-21,Formulario Web,EMP-02,PV-008,Honda XR 150L,11490000,,0,NO_INFORMA,credito,NO,Sin gestión
HX-00875,2026-04-26,WhatsApp,EMP-02,PV-008,Honda CB 190R,13990000,1,1,SI,credito,NO,Perdido
HX-00876,2026-03-15,WhatsApp,EMP-03,PV-014,Bajaj Discover 125,6990000,4,4,NO,credito,NO,Cerrado
HX-00877,2026-07-12,WhatsApp,EMP-03,PV-014,Honda Dio 110,6890000,48,4,NO_INFORMA,credito,SI,Perdido
HX-00878,2026-04-19,WhatsApp,EMP-03,PV-011,Honda Dio 110,6890000,16,3,SI,credito,SI,Perdido
HX-00879,2026-06-23,WhatsApp,EMP-02,PV-010,Suzuki Best 125,6590000,120,7,SI,no_informa,NO,Cerrado
HX-00880,2026-03-28,WhatsApp,EMP-01,PV-005,AKT Evo RS 150,7190000,120,1,SI,credito,SI,Perdido
HX-00881,2026-03-09,Formulario Web,EMP-01,PV-002,Honda Navi,7290000,0.5,6,NO_INFORMA,contado,NO,Cerrado
HX-00882,2026-06-01,WhatsApp,EMP-03,PV-015,Bajaj Dominar 400,24900000,24,4,NO_INFORMA,credito,SI,Perdido
HX-00883,2026-04-16,WhatsApp,EMP-03,PV-015,Bajaj Pulsar NS 160,11290000,48,5,NO_INFORMA,contado,NO,Perdido
HX-00884,2026-06-23,WhatsApp,EMP-01,PV-005,Hero Xpulse 200,14990000,48,6,SI,contado,SI,Cerrado
HX-00885,2026-07-28,Formulario Web,EMP-02,PV-009,Hero Dash 110,6290000,1,5,NO,credito,NO,Perdido
HX-00886,2026-06-18,WhatsApp,EMP-01,PV-005,Honda CB 190R,13990000,0.5,6,NO,credito,NO,Perdido
HX-00887,2026-03-14,Meta Ads,EMP-02,PV-008,AKT NKD 125,5290000,2,2,NO_INFORMA,no_informa,SI,Perdido
HX-00888,2026-05-01,WhatsApp,EMP-01,PV-005,Honda CB 125F Twister,7990000,24,6,NO,no_informa,SI,Perdido
HX-00889,2026-05-29,Meta Ads,EMP-01,PV-001,Bajaj Dominar 400,24900000,24,6,NO,credito,NO,Cerrado
HX-00890,2026-03-08,Meta Ads,EMP-02,PV-006,Hero Dash 110,6290000,48,2,NO_INFORMA,contado,NO,Perdido
HX-00891,2026-03-02,Formulario Web,EMP-01,PV-001,AKT TTR 200,9890000,48,6,SI,contado,SI,Cerrado
HX-00892,2026-05-04,WhatsApp,EMP-02,PV-008,Bajaj Pulsar RS 200,15490000,2,3,SI,no_informa,NO,Perdido
HX-00893,2026-07-13,WhatsApp,EMP-02,PV-007,Honda CB 125F Twister,7990000,8,1,NO,no_informa,NO,Perdido
HX-00894,2026-06-14,WhatsApp,EMP-02,PV-008,Bajaj Pulsar NS 160,11290000,48,7,NO,no_informa,NO,Perdido
HX-00895,2026-07-27,Meta Ads,EMP-03,PV-014,Honda XR 150L,11490000,1,4,SI,contado,SI,Perdido
HX-00896,2026-05-12,Meta Ads,EMP-03,PV-013,Honda XR 150L,11490000,4,3,NO_INFORMA,credito,NO,Perdido
HX-00897,2026-07-26,WhatsApp,EMP-01,PV-005,Bajaj Pulsar NS 125,8990000,72,2,NO_INFORMA,credito,NO,Perdido
HX-00898,2026-05-31,Formulario Web,EMP-02,PV-007,Bajaj Pulsar RS 200,15490000,2,6,SI,no_informa,NO,Perdido
HX-00899,2026-03-09,Formulario Web,EMP-01,PV-004,Honda CB 190R,13990000,24,7,SI,credito,NO,Perdido
HX-00900,2026-03-18,Meta Ads,EMP-03,PV-013,Hero Xpulse 200,14990000,16,5,NO,no_informa,SI,Cerrado
HX-00901,2026-07-19,Formulario Web,EMP-02,PV-006,Bajaj Dominar 400,24900000,120,2,SI,credito,SI,Perdido
HX-00902,2026-04-19,Formulario Web,EMP-03,PV-013,AKT Evo RS 150,7190000,72,6,SI,no_informa,SI,Perdido
HX-00903,2026-04-23,WhatsApp,EMP-03,PV-012,Honda XRE 300,22900000,72,7,SI,credito,NO,Perdido
HX-00904,2026-07-22,Meta Ads,EMP-01,PV-003,Hero Xpulse 200,14990000,2,2,NO,credito,NO,Perdido
HX-00905,2026-03-02,Meta Ads,EMP-01,PV-001,Bajaj Dominar 400,24900000,,0,SI,credito,SI,Sin gestión
HX-00906,2026-03-13,WhatsApp,EMP-01,PV-001,AKT NKD 125,5290000,48,1,SI,credito,NO,Perdido
HX-00907,2026-06-02,Meta Ads,EMP-02,PV-007,Honda CB 190R,13990000,,0,NO,credito,NO,Sin gestión
HX-00908,2026-04-23,WhatsApp,EMP-03,PV-011,Honda XR 150L,11490000,2,3,NO,no_informa,NO,Perdido
HX-00909,2026-05-23,Formulario Web,EMP-03,PV-012,Bajaj Pulsar RS 200,15490000,48,5,SI,credito,SI,Perdido
HX-00910,2026-03-24,Meta Ads,EMP-01,PV-002,Bajaj Pulsar NS 160,11290000,1,3,SI,credito,SI,Perdido
HX-00911,2026-04-10,Meta Ads,EMP-01,PV-004,AKT NKD 125,5290000,48,7,SI,credito,SI,Cerrado
